Customer ID;Name;Surname;Gender;Birthdate
67931;Rebecca;Gamble;;1963.10.30
908317;Catherine;Evans;M;1980.10.25
347539;Andres;Mckinney;M;1966.10.29
726123;Alexander;Li;;2000.10.20
79597;Lindsay;Thompson;M;1955.11.01
95898;Raymond;Ayala;M;1969.10.28
802243;Alison;Leon;F;1973.10.27
805206;Lisa;Chavez;F;1949.11.02
140219;Michele;Anderson;F;1986.10.24
796551;Patricia;Jordan;F;1956.10.31
465123;Samuel;Cabrera;F;1972.10.27
428576;Jennifer;Tapia;F;1981.10.25
672487;Elizabeth;Johnson;M;1961.10.30
471101;Christopher;Lewis;;1980.10.25
661557;Stephanie;Tran;F;1964.10.29
354655;Diane;Hudson;F;2004.10.19
41196;Michael;Williams;F;1978.10.26
202678;Joseph;Powell;F;1964.10.29
292008;Kelsey;Ibarra;F;2003.10.20
313343;William;Willis;M;1988.10.23
918581;Carrie;Nguyen;;1998.10.21
449817;Betty;Charles;F;1979.10.26
147364;Shannon;Ruiz;M;1961.10.30
595276;Carolyn;Brown;M;1975.10.27
266510;Travis;Reed;;2003.10.20
138959;Regina;Woods;;1994.10.22
465981;Kimberly;Bennett;F;1987.10.24
528337;Michael;Paul;M;1960.10.30
538549;Wayne;Madden;F;1979.10.26
806417;Selena;Lewis;;1985.10.24
247945;Lisa;Morse;M;2000.10.20
880747;Sarah;Mann;M;1991.10.23
63966;Bianca;Bell;;1980.10.25
269658;Michael;Reid;F;2002.10.20
998320;Brenda;Haas;M;1963.10.30
538301;Anita;Ramirez;;1997.10.21
664294;Ashley;Smith;M;2005.10.19
949304;Deborah;Leonard;F;1997.10.21
71844;Christopher;Harmon;F;2003.10.20
160904;Scott;Chase;M;1971.10.28
140041;Erika;Vazquez;F;1965.10.29
760246;Joseph;Jones;F;1981.10.25
954346;Patrick;Knight;M;1955.11.01
603507;Scott;Daniels;M;1960.10.30
428653;Shannon;Duke;F;2000.10.20
483307;Joseph;Torres;F;2001.10.20
80027;Denise;Mathews;;1957.10.31
524694;Michael;Yang;F;1968.10.28
779318;Robert;Mendoza;F;1985.10.24
714392;Madison;Liu;F;1992.10.22
97841;Kristin;Richardson;;1966.10.29
814720;James;Stewart;;1991.10.23
713796;Mark;Anderson;M;1969.10.28
999791;Kyle;Wade;F;1981.10.25
514760;Harold;Smith;M;1956.10.31
671409;James;Parker;M;1971.10.28
787275;Rebecca;Lopez;M;1995.10.22
416580;Sherri;Rich;M;1971.10.28
584239;Christopher;Campbell;M;1958.10.31
883989;Cameron;Nielsen;M;1974.10.27
810891;Chase;Garcia;F;1988.10.23
311624;Donald;Glass;M;1984.10.24
173126;Michael;Williams;M;1985.10.24
820056;Christopher;Reynolds;M;1994.10.22
683369;Mark;Bailey;F;1948.11.02
269539;John;Davis;F;1972.10.27
757732;Roger;Riley;F;1962.10.30
604713;Ashley;Campbell;F;1960.10.30
77950;Jason;Jones;M;2004.10.19
427939;Gwendolyn;Wiley;M;1969.10.28
152372;Richard;Williams;;1976.10.26
197007;Kathy;Maldonado;F;1999.10.21
308476;Sean;Reilly;F;2000.10.20
805058;Kayla;Holt;M;1983.10.25
212969;Amy;Powell;F;2001.10.20
111995;Melissa;Turner;F;1973.10.27
613364;Tina;Lucas;F;1982.10.25
838364;Matthew;Moody;M;1972.10.27
252520;Anthony;Armstrong;;2004.10.19
358563;Richard;Lowery;M;1986.10.24
231013;Joan;Marquez;M;1953.11.01
311124;Jacqueline;Gonzalez;F;1977.10.26
752844;Paul;Potter;M;1986.10.24
872305;Kevin;Hensley;F;1950.11.02
696669;Jose;Green;;1956.10.31
455713;Erin;Baker;M;1974.10.27
985602;Kimberly;Gonzalez;M;1950.11.02
209862;Barbara;Collins;M;1990.10.23
259800;Kelly;Bush;F;1976.10.26
733597;David;Morgan;F;1986.10.24
655471;Amy;Davis;F;2005.10.19
827843;Jacqueline;Gordon;F;1973.10.27
726336;David;Barber;F;1953.11.01
7793;Linda;Pittman;F;1948.11.02
151825;Sara;Gonzalez;M;1949.11.02
178979;Jennifer;Villegas;M;1984.10.24
59423;Franklin;Mason;F;1962.10.30
957395;Eric;Richard;M;1988.10.23
187306;Michael;Acosta;;1962.10.30
379290;Robert;Ramos;M;1970.10.28
508537;Whitney;Jones;;1960.10.30
760506;Anthony;Ball;M;1971.10.28
830134;Manuel;Mullen;M;1983.10.25
228033;George;Sullivan;M;1960.10.30
115511;Brandy;Whitehead;M;1950.11.02
857685;Todd;Hunt;M;1983.10.25
659582;Brianna;Brown;F;1996.10.21
845147;Teresa;Hunter;F;1954.11.01
975406;Tabitha;Wood;;1962.10.30
216148;Sheila;Hall;M;1980.10.25
325243;Cory;Hernandez;F;1975.10.27
36470;Mary;Rodriguez;F;1978.10.26
895352;Kimberly;Smith;F;1958.10.31
512231;Gregory;Ortega;M;1977.10.26
733759;Kim;Gonzalez;F;1993.10.22
169890;Cassandra;Larson;M;1959.10.31
746742;Deborah;Johnson;F;2002.10.20
376133;Alexander;Holmes;M;1960.10.30
898170;Gary;Montoya;M;1993.10.22
766756;Audrey;Ho;M;1973.10.27
559660;Ethan;Jackson;F;2002.10.20
523959;Julie;Nelson;M;1988.10.23
135321;Erika;Owens;M;1977.10.26
956541;Jillian;Greene;F;1949.11.02
542031;Denise;Wolfe;F;1953.11.01
875584;Monique;Bright;M;1954.11.01
611091;Melissa;Burns;M;1975.10.27
670772;Nicholas;Maynard;;1949.11.02
527458;Edward;Pitts;M;2001.10.20
403988;Jillian;Gonzales;M;1963.10.30
7829;Kathleen;Carey;M;1962.10.30
99529;Claudia;Gillespie;M;1991.10.23
889604;Caitlyn;Dyer;F;1977.10.26
531316;Robert;Snyder;F;2005.10.19
443377;Autumn;Hall;M;1994.10.22
723676;Christopher;York;F;1975.10.27
609070;Jesse;Dodson;M;1950.11.02
848726;Leslie;Walker;M;1994.10.22
966310;Daniel;Jenkins;M;1980.10.25
618528;Benjamin;Carpenter;M;1983.10.25
696639;Brianna;Harris;M;1956.10.31
537845;Justin;Reed;;1993.10.22
202536;Alex;Bryant;F;1981.10.25
455049;Jeremiah;Austin;F;1999.10.21
893073;Sheila;Martinez;F;1959.10.31
513376;Crystal;Brown;;1971.10.28
6526;Joseph;Horton;F;1969.10.28
807777;Zachary;Cooley;M;1949.11.02
557862;Michael;Miles;F;2002.10.20
26510;Jason;Lang;;1960.10.30
384523;Jose;Ruiz;M;1950.11.02
491218;Angela;Harmon;;1968.10.28
382546;Tristan;Gray;;2004.10.19
326446;Jose;Taylor;M;1954.11.01
124147;Felicia;Simon;F;1969.10.28
401596;Chelsea;King;F;1997.10.21
469417;Kimberly;Maynard;F;1949.11.02
66785;Kyle;Smith;F;1962.10.30
616911;Glenn;Wright;F;1970.10.28
643778;Amber;Gonzales;F;1983.10.25
485816;Tamara;Wilson;M;1968.10.28
951432;Angela;Ross;F;1967.10.29
954845;Alicia;Mcintyre;M;1983.10.25
583892;Brian;Arnold;F;1999.10.21
88900;Joan;Snyder;M;1965.10.29
83144;James;Kirk;F;2005.10.19
736259;Paul;Wilson;M;1967.10.29
224307;Carlos;Hughes;M;1958.10.31
21099;William;Santiago;M;1976.10.26
840937;Kathryn;Little;F;1986.10.24
240657;Michelle;Smith;F;2000.10.20
110112;Deborah;Becker;M;1962.10.30
579730;Tommy;Snyder;F;1988.10.23
526777;Michael;Adams;F;1956.10.31
594622;Michael;Roberts;M;2000.10.20
787347;Nicholas;Soto;;1980.10.25
439045;Derrick;Nelson;F;1965.10.29
569429;Peter;Cunningham;F;1985.10.24
701139;Paul;Gomez;;1980.10.25
134095;Frank;Hudson;F;1985.10.24
248729;Alexis;Harrell;M;1976.10.26
303872;William;Medina;M;2004.10.19
721258;Stephanie;Stewart;F;1984.10.24
695579;Isaiah;Schultz;M;1993.10.22
384380;Mark;Hill;M;1950.11.02
881230;Thomas;Shields;M;1997.10.21
100620;Donna;Nguyen;F;1951.11.02
28958;David;Kelley;M;1989.10.23
799062;Rachel;Mueller;M;1979.10.26
459845;Pamela;Kennedy;F;1949.11.02
387252;Daniel;Donaldson;F;1972.10.27
747675;Samuel;Jackson;M;1950.11.02
123959;William;Parker;M;1949.11.02
106971;Nicholas;Jordan;M;1979.10.26
179746;John;Bradley;M;1954.11.01
478134;Anthony;Forbes;M;1967.10.29
986328;Sandra;Lucas;M;1968.10.28
248395;Hailey;Chan;M;1998.10.21
256977;Barbara;Nelson;M;1979.10.26
623669;Paula;Perez;M;1965.10.29
105836;Monica;Chavez;M;1982.10.25
810630;Sheila;Castro;F;1964.10.29
260128;William;Sandoval;F;1963.10.30
392787;Terry;Harris;M;1964.10.29
862210;Ryan;Murphy;M;1964.10.29
726946;Nichole;Hubbard;F;1953.11.01
320618;Nancy;Love;M;1969.10.28
920531;Clayton;Simon;M;1983.10.25
321818;Benjamin;Riddle;F;1951.11.02
670384;Elizabeth;Davis;M;1994.10.22
512241;Gregory;Davidson;F;1982.10.25
902166;Ashley;Brown;F;1972.10.27
197927;Joy;Burns;F;1948.11.02
59895;Daniel;Adkins;F;1957.10.31
639867;Sara;Jackson;M;1995.10.22
367752;John;Perkins;M;1993.10.22
645330;Courtney;Mora;F;1992.10.22
503926;Brian;Jordan;M;1975.10.27
664468;Jeffrey;Olsen;F;1995.10.22
672808;Caitlin;Morgan;F;1958.10.31
552994;Shelly;Jordan;F;1994.10.22
282989;Joseph;Gentry;;1951.11.02
584831;Stephanie;Pittman;M;1968.10.28
405970;Ellen;Ward;M;1999.10.21
855534;James;Farley;;1959.10.31
411991;Michael;Carlson;M;2004.10.19
948021;Brandy;Braun;M;1956.10.31
544605;Rachel;Villanueva;M;1969.10.28
519214;Marcus;Sloan;F;1974.10.27
94568;Anthony;Peterson;M;1949.11.02
175803;Jacob;Mcguire;F;1948.11.02
485783;Raymond;Clark;F;1965.10.29
735533;Alison;Walker;M;1955.11.01
112710;William;Thomas;;1951.11.02
437885;Melanie;Hood;F;1999.10.21
408054;Daniel;Burgess;M;1977.10.26
375453;Jessica;Blake;F;1975.10.27
397729;Timothy;Zavala;M;2002.10.20
965209;Mary;Bauer;F;1972.10.27
555864;Edward;Rodriguez;F;1957.10.31
525726;Michael;English;F;1968.10.28
34565;Christopher;Le;F;2000.10.20
402489;Bernard;Smith;M;1951.11.02
578151;Yvonne;Lewis;F;1982.10.25
132375;Stephanie;Gonzalez;F;1962.10.30
322017;Jacqueline;Robbins;F;1982.10.25
780567;Caleb;Johnson;F;1949.11.02
467203;Jack;Fox;;1982.10.25
486633;Laura;Tyler;F;1961.10.30
361587;Kimberly;Robertson;;1964.10.29
801423;Cheyenne;Evans;F;1974.10.27
551054;Julie;Newton;F;1987.10.24
81000;Jennifer;Guzman;F;1949.11.02
422981;Judith;George;M;1992.10.22
630269;Gregory;Nelson;F;2000.10.20
410506;Stephanie;Anderson;F;1948.11.02
975380;Christopher;Blankenship;F;1954.11.01
928833;Alyssa;Brandt;F;1990.10.23
221424;Claudia;Manning;M;1991.10.23
558832;John;Parks;M;1977.10.26
432882;Jennifer;Barton;F;2003.10.20
604673;Robert;Neal;M;1955.11.01
729265;Derek;Spencer;F;1959.10.31
361892;Michael;Jacobs;F;1973.10.27
858489;Kelly;Price;F;1990.10.23
35284;Mary;Reyes;F;1974.10.27
723891;Craig;Molina;F;1954.11.01
669929;Gary;Atkins;F;2003.10.20
341880;Amy;Wagner;;2000.10.20
283856;Nicole;Kelly;M;1976.10.26
913296;Michelle;Johnson;F;1997.10.21
258993;Mitchell;Weaver;M;1979.10.26
592981;Nicholas;Medina;F;2002.10.20
472532;Lauren;Horn;M;1980.10.25
764741;Allison;Johnson;F;1961.10.30
511236;Lisa;Anderson;F;1975.10.27
546921;Stephanie;Vazquez;M;1983.10.25
176556;Erica;Gordon;F;1982.10.25
907669;Tamara;Mann;M;1959.10.31
296651;Angela;Huber;M;1990.10.23
57228;Patricia;Watkins;F;1949.11.02
998183;Cindy;Douglas;F;2004.10.19
979926;Mary;Gordon;;1952.11.01
741762;Michael;Moran;F;1954.11.01
301646;Todd;Mccarthy;F;2004.10.19
924803;Michael;Aguilar;;1989.10.23
614656;Sandra;Lambert;M;1992.10.22
112977;William;Leblanc;F;1959.10.31
34552;Melinda;Johnston;F;1955.11.01
561456;Samantha;Jensen;F;1968.10.28
977466;Nathan;Robertson;M;1964.10.29
151383;Laura;Odonnell;M;1992.10.22
526633;James;Watson;M;1987.10.24
811255;Steven;Knight;F;1983.10.25
997044;Jessica;Davis;M;1983.10.25
590961;Christina;Hayes;F;1988.10.23
766568;Karen;James;M;1955.11.01
505823;Diane;Henry;F;1959.10.31
856812;Andrea;Mcdaniel;M;1983.10.25
863345;Catherine;Hoover;M;1989.10.23
373587;Jillian;Fowler;M;1980.10.25
652103;Matthew;Baird;F;1958.10.31
848763;Natalie;Watkins;F;1967.10.29
593635;Jordan;Brown;M;2004.10.19
216051;Janet;Taylor;F;1966.10.29
554001;Jessica;Jordan;F;1992.10.22
325241;Benjamin;Conrad;;2000.10.20
875477;Cynthia;Watson;F;1971.10.28
218255;Jason;Cochran;F;1949.11.02
239992;David;Perry;F;2000.10.20
547726;Ann;Vazquez;;1974.10.27
14386;Susan;Edwards;M;1970.10.28
811363;Adam;Anderson;M;1991.10.23
133598;Krystal;Clark;;1997.10.21
616762;Cory;Russell;F;1971.10.28
794261;John;Knox;F;1976.10.26
343875;Don;Patterson;F;1959.10.31
506663;Christopher;Silva;M;2001.10.20
313289;Thomas;Hopkins;F;1978.10.26
314053;James;Farrell;M;1980.10.25
682354;Danny;Thomas;M;1963.10.30
622868;Emily;Gonzalez;M;1975.10.27
762591;Brandon;Durham;F;1959.10.31
417462;Nicole;Martin;;1950.11.02
368174;Richard;Jones;F;1964.10.29
398649;Alexandra;Hayes;M;1974.10.27
737157;Robert;Richardson;;1948.11.02
904432;Nathaniel;Smith;M;2003.10.20
903378;Tony;Lee;;1988.10.23
433526;Donald;Montgomery;;1982.10.25
144560;Dana;Schwartz;M;2002.10.20
386647;Jeremiah;Smith;F;1977.10.26
623449;David;Cervantes;F;1952.11.01
383870;Jason;Hernandez;F;1996.10.21
275481;Kara;Mcdonald;M;2003.10.20
962304;Diana;Trevino;M;1956.10.31
483334;Elizabeth;Blake;;1982.10.25
551823;John;Fleming;F;1977.10.26
873403;Amber;Douglas;;1989.10.23
984568;Daniel;Wilcox;F;1994.10.22
337362;Anthony;Mills;F;1981.10.25
544731;Laura;Torres;F;1966.10.29
337908;James;Cain;F;1987.10.24
894914;Kyle;Mccall;F;1999.10.21
399627;John;Pugh;F;1953.11.01
556186;Brett;Carpenter;M;1962.10.30
666221;Timothy;Oneill;F;1953.11.01
474440;Travis;Hurst;M;1948.11.02
82014;Rebecca;Evans;M;1986.10.24
209845;Nicholas;Bell;M;1970.10.28
843977;Alicia;Kelly;M;1997.10.21
55927;Kevin;Pratt;M;1956.10.31
419071;Angela;Carroll;M;1960.10.30
240295;Diana;Smith;M;1953.11.01
29936;Jerome;Nichols;F;1954.11.01
420248;Scott;Stanley;M;1990.10.23
929086;Sara;Matthews;M;1994.10.22
356281;Amanda;King;;1948.11.02
957764;Logan;Barker;M;1956.10.31
809877;Christopher;Miller;M;1991.10.23
785137;Dale;Alexander;F;1996.10.21
803174;Maureen;Le;M;1998.10.21
389369;Gary;Burke;F;1957.10.31
54394;Ricardo;Chung;F;1951.11.02
814565;Bianca;Norris;;1978.10.26
298662;Austin;Gibson;F;1968.10.28
364974;Bryan;Cochran;F;1958.10.31
973696;Daniel;Villegas;M;1975.10.27
978221;Deborah;Holt;M;1979.10.26
13348;William;Morales;M;1950.11.02
896139;Ashley;Franklin;F;1955.11.01
969470;Richard;Gutierrez;F;1963.10.30
205030;Lisa;Richardson;M;1976.10.26
380634;Richard;Mendoza;F;1952.11.01
251519;Richard;Lewis;M;1961.10.30
545777;Jill;Krueger;M;1958.10.31
262402;Shane;Esparza;M;2003.10.20
993772;Rachel;Jones;F;1982.10.25
171987;Joseph;Ware;F;1953.11.01
704737;Nancy;Mclaughlin;F;1978.10.26
246787;Tracey;Humphrey;M;1974.10.27
751589;Tina;Wright;M;1963.10.30
254468;Chris;Stone;M;1950.11.02
651224;Bethany;Black;M;1982.10.25
203751;Samantha;Morrison;M;1973.10.27
409985;Stephanie;Powell;M;1970.10.28
885772;Manuel;Nguyen;F;1994.10.22
543959;James;Edwards;F;1974.10.27
514487;Brenda;Mercado;M;2003.10.20
52472;Frank;Livingston;M;1992.10.22
465977;Jeffrey;Perry;M;1964.10.29
164096;Sharon;Reed;F;1987.10.24
183191;Robert;Burns;;1980.10.25
684121;Dean;Johnston;F;1987.10.24
121462;Michelle;Daugherty;F;1997.10.21
826120;Tommy;Little;F;1991.10.23
646303;Brenda;Nguyen;F;1958.10.31
227165;David;Sullivan;F;1987.10.24
51354;Christine;Mckinney;F;2003.10.20
898527;Michelle;Conner;;1994.10.22
542147;William;Clements;F;1949.11.02
618515;Jessica;Mitchell;M;2003.10.20
983833;Anthony;Houston;M;1994.10.22
198820;Robert;Willis;F;1981.10.25
818698;John;Young;M;1993.10.22
395232;Terri;Nelson;M;1948.11.02
916753;Bryan;Strickland;M;1984.10.24
519662;Deborah;Robinson;;1948.11.02
483360;Juan;Thomas;M;1989.10.23
595132;Paula;Becker;F;1989.10.23
857149;William;Cross;M;1992.10.22
836654;Desiree;Lewis;F;1951.11.02
940167;Sarah;Barber;M;1954.11.01
551717;Christopher;Andersen;F;1989.10.23
161459;Stephanie;Jackson;F;1989.10.23
269635;Claudia;Taylor;F;1972.10.27
436820;Kimberly;Griffin;M;1951.11.02
34209;Lisa;Riley;M;1994.10.22
544854;Lauren;Bryant;M;1963.10.30
762950;Jennifer;Miller;F;1969.10.28
349965;Katrina;Lee;M;1980.10.25
234563;Thomas;Andrews;F;1977.10.26
766644;Cheryl;Duncan;F;1957.10.31
386079;Catherine;Davis;M;1982.10.25
622864;Courtney;Mora;M;1963.10.30
196907;Jennifer;Scott;F;1997.10.21
197368;Tiffany;Ortiz;M;1958.10.31
829341;Christopher;Padilla;M;1960.10.30
717342;Meghan;Myers;M;1988.10.23
247412;Julie;Wallace;M;2001.10.20
146124;Stephen;Vaughn;F;2003.10.20
227892;Deborah;Rosales;F;1958.10.31
669121;Kyle;White;F;1990.10.23
892582;Stefanie;Arroyo;M;1978.10.26
474761;Melissa;Conner;;1985.10.24
771156;Connor;Contreras;M;1990.10.23
455336;Adam;Smith;;1992.10.22
343642;Paul;Murray;F;2003.10.20
869401;Jason;Miranda;M;1987.10.24
339117;David;Miranda;M;1966.10.29
349959;Ryan;Moss;F;1973.10.27
116037;Rodney;Galloway;M;1977.10.26
56082;Michael;Davis;F;1957.10.31
272175;Travis;Martinez;F;1987.10.24
614332;Lindsey;Martin;M;1995.10.22
117226;Bradley;Rivera;M;1982.10.25
390831;Tara;Skinner;F;1994.10.22
924028;Paul;Robinson;M;1963.10.30
761388;Melissa;Burnett;M;1974.10.27
738821;Pamela;Soto;M;1964.10.29
289678;Brian;Allen;M;1948.11.02
2569;Holly;Mckenzie;F;1993.10.22
57036;Stephen;Osborne;M;1966.10.29
944187;Courtney;Robinson;F;1980.10.25
957619;Alexis;Meyer;M;1985.10.24
990673;Jessica;Ellis;M;1985.10.24
894316;Danielle;Howard;F;1978.10.26
801461;Jodi;Watson;F;1987.10.24
679943;Matthew;Roberts;F;1985.10.24
161339;Nicole;Sampson;;1975.10.27
761496;Alexander;Andersen;F;1970.10.28
576106;Richard;Thompson;F;2001.10.20
496589;Timothy;Atkinson;F;1981.10.25
640647;Tracy;Gregory;M;1976.10.26
981689;Robert;Jones;F;1958.10.31
331113;Christopher;Rodriguez;F;1975.10.27
533064;Alyssa;Gordon;F;1979.10.26
260643;Stephanie;Salinas;M;1975.10.27
364792;Stacy;Meyer;M;1998.10.21
496130;Yesenia;Barron;M;1969.10.28
691725;Jamie;Young;F;1954.11.01
382393;Jared;Stanley;F;2002.10.20
200691;Shane;Brown;M;1998.10.21
582319;Daniel;Navarro;;1959.10.31
681677;James;Cox;F;1985.10.24
652595;Gina;Nelson;F;1949.11.02
519367;Tyler;Franklin;F;2005.10.19
969550;Shelly;Stafford;M;1969.10.28
59276;Brian;Smith;M;1960.10.30
550536;Kelly;Cherry;;1951.11.02
426551;Valerie;Mullins;M;1983.10.25
234841;George;Jenkins;F;2002.10.20
708393;Kevin;Perry;F;1991.10.23
153661;Alexis;Smith;F;1956.10.31
213397;Matthew;Davenport;F;1984.10.24
230673;Kim;Higgins;F;1951.11.02
579581;Jean;Bailey;F;1949.11.02
458474;Susan;Mejia;F;1996.10.21
977193;Jeffrey;Alexander;F;1976.10.26
926652;Sonya;Moore;M;1980.10.25
417252;Paul;Vance;F;1993.10.22
329909;Daniel;Thompson;F;1972.10.27
301559;Jesus;Mosley;F;1953.11.01
138084;Dawn;Parker;F;1955.11.01
282972;James;Johnson;F;1978.10.26
540337;Kimberly;Landry;M;1954.11.01
173710;Tyler;Rodriguez;M;1951.11.02
212453;Kristen;Edwards;F;1988.10.23
701017;William;Rangel;M;1985.10.24
259428;Brett;Nixon;;1952.11.01
920423;James;Hartman;M;1972.10.27
390736;Jennifer;Hancock;F;1990.10.23
27774;Megan;Wilson;M;1966.10.29
978066;Mia;Hubbard;F;1953.11.01
918283;Michelle;Hall;M;1982.10.25
777764;Katherine;Brown;F;1959.10.31
573549;Eric;Logan;M;1949.11.02
686096;Dana;Ewing;F;1990.10.23
249040;Michael;Jackson;M;1985.10.24
714708;Lynn;Cook;M;1977.10.26
441584;Daniel;Cunningham;M;1975.10.27
683262;John;Kim;F;1973.10.27
544370;Katherine;Miller;F;1996.10.21
316308;Elizabeth;Lopez;M;1956.10.31
593625;Raymond;Johns;F;1964.10.29
91453;Patricia;Nolan;M;1957.10.31
993622;Michele;Scott;F;1966.10.29
580384;Kevin;Vazquez;F;2004.10.19
735946;Julie;Campbell;F;1959.10.31
926181;Matthew;Martin;F;2001.10.20
766993;Carol;Lewis;F;1961.10.30
481922;Michael;Humphrey;F;1981.10.25
680051;Linda;Summers;F;1956.10.31
758415;Judith;Charles;M;1948.11.02
856820;Teresa;Bailey;M;2002.10.20
66858;Margaret;Cooper;F;1959.10.31
262908;Suzanne;Petersen;M;1963.10.30
29306;Vanessa;Martinez;M;1992.10.22
490071;Carla;Gordon;F;1953.11.01
43037;Maria;Rivera;M;1965.10.29
26348;Theresa;Thompson;F;1988.10.23
269466;Ronald;Khan;F;1967.10.29
704043;Kristine;Matthews;F;1976.10.26
263953;Michael;Hayes;F;1954.11.01
343956;Michael;Fernandez;M;1991.10.23
188934;Russell;Evans;M;1968.10.28
578442;Marilyn;Rodriguez;F;1951.11.02
932810;Scott;Rivera;F;1997.10.21
234515;Daniel;Reid;F;1981.10.25
932834;Garrett;Allen;F;1948.11.02
604095;Sharon;Coffey;M;1962.10.30
804893;William;Lopez;F;1948.11.02
530519;Jeffrey;Nelson;;1985.10.24
35515;Kevin;Munoz;M;1961.10.30
155077;Teresa;Hamilton;F;1957.10.31
31930;Martin;Bailey;F;2005.10.19
232827;Tiffany;Mills;M;1956.10.31
775810;Kyle;Gomez;M;1980.10.25
730735;Matthew;Hubbard;F;1948.11.02
211189;Amanda;Miranda;F;1953.11.01
153742;Rachael;Cox;M;1965.10.29
805840;Dustin;Lowe;;1949.11.02
705511;Melissa;Rios;F;2005.10.19
802555;Meredith;Campbell;F;1954.11.01
